ISO;Year;Date;Electricity_access;Electricity_access_rural;Electricity_access_urban;Electricity_clean_energy_use;Electricity_consumption (kWh per capita);Electricity_from_coal;Electricity_from_gas;Electricity_from_hydro;Electricity_from_oil;Electricity_from_renewable;Electricity_transmission_losses;Electricity_from_nuclear;Emissions_CO2_from_energy;Emissions_methane_from_energy;Emissions_nitrous_oxide_from_energy;Energy_combustible_waste;Energy_from_fossil_consumption;Energy_from_renewable;Energy_import
AND;1985;31.12.1985;100;100;100;0;681,171904;0;100;0;0;100;6,896551724;0;0;0;0;0;100;14,27355021;-5116,12712
AND;1986;31.12.1986;100;100;100;0;681,171904;0;100;0;0;100;6,896551724;0;0;0;0;0;100;14,27355021;-5116,12712
AND;1987;31.12.1987;100;100;100;0;681,171904;0;100;0;0;100;6,896551724;0;0;0;0;0;100;14,27355021;-5116,12712
AND;1988;31.12.1988;100;100;100;0;681,171904;0;100;0;0;100;6,896551724;0;0;0;0;0;100;14,27355021;-5116,12712
AND;1989;31.12.1989;100;100;100;0;681,171904;0;100;0;0;100;6,896551724;0;0;0;0;0;100;14,27355021;-5116,12712
AND;1990;31.12.1990;100;100;100;0;681,171904;0;100;0;0;100;6,896551724;0;0;0;47,20309899;0;100;14,27355021;-5116,12712
AND;1991;31.12.1991;100;100;100;0;681,171904;0;100;0;0;100;6,896551724;0;0;0;47,20309899;0;100;14,27355021;-5116,12712
AND;1992;31.12.1992;100;100;100;0;681,171904;0;100;0;0;100;6,896551724;0;0;0;47,20309899;0;100;14,30875446;-5116,12712
AND;1993;31.12.1993;100;100;100;0;681,171904;0;100;0;0;100;6,896551724;0;0;0;47,20309899;0;100;13,91895459;-5116,12712
AND;1994;31.12.1994;100;100;100;0;681,171904;0;100;0;0;100;6,896551724;0;0;0;47,20309899;0;100;14,56102442;-5116,12712
AND;1995;31.12.1995;100;100;100;0;681,171904;0;100;0;0;100;6,896551724;0;0;0;47,20309899;0;100;14,48104808;-5116,12712
AND;1996;31.12.1996;100;100;100;0;681,171904;0;100;0;0;100;6,896551724;0;0;0;47,20309899;0;100;14,1000476;-5116,12712
AND;1997;31.12.1997;100;100;100;0;681,171904;0;100;0;0;100;6,896551724;0;0;0;47,20309899;0;100;14,19400246;-5116,12712
AND;1998;31.12.1998;100;100;100;0;681,171904;0;100;0;0;100;6,896551724;0;0;0;47,20309899;0;100;14,45864172;-5116,12712
AND;1999;31.12.1999;100;100;100;0;681,171904;0;100;0;0;100;6,896551724;0;0;0;47,20309899;0;100;14,54989054;-5116,12712
AND;2000;31.12.2000;100;100;100;0;681,171904;0;100;0;0;100;6,896551724;0;0;0;47,20309899;0;100;14,50819969;-5116,12712
AND;2001;31.12.2001;100;100;100;0;681,171904;0;100;0;0;100;6,896551724;0;0;0;47,20309899;0;100;15,38829994;-5116,12712
AND;2002;31.12.2002;100;100;100;0;681,171904;0;100;0;0;100;6,896551724;0;0;0;47,20309899;0;100;15,82979965;-5116,12712
AND;2003;31.12.2003;100;100;100;0;681,171904;0;100;0;0;100;6,896551724;0;0;0;47,20309899;0;100;16,51539993;-5116,12712
AND;2004;31.12.2004;100;100;100;0;681,171904;0;100;0;0;98,93617021;6,896551724;0;0;0;47,20309899;0;100;16,56669998;-5116,12712
AND;2005;31.12.2005;100;100;100;0;681,171904;0;100;0;0;98,82352941;6,896551724;0;0;0;47,20309899;0;100;16,6079998;-5116,12712
AND;2006;31.12.2006;100;100;100;0;681,171904;0;100;0;0;94,59459459;6,896551724;0;0;0;47,20309899;0;100;17,56800079;-5116,12712
AND;2007;31.12.2007;100;100;100;0;681,171904;0;100;0;0;75;6,896551724;0;0;0;47,20309899;0;100;16,55629921;-5116,12712
AND;2008;31.12.2008;100;100;100;0;681,171904;0;100;0;0;80,05082592;6,896551724;0;0;0;47,20309899;0;100;17,02120018;-5116,12712
AND;2009;31.12.2009;100;100;100;0;681,171904;0;100;0;0;76,54320988;6,896551724;0;0;98,45291708;47,20309899;0;100;17,12630081;-5116,12712
AND;2010;31.12.2010;100;100;100;0;681,171904;0;100;0;0;88,73114463;6,896551724;0;0;98,45291708;47,20309899;0;100;18,67090034;-5116,12712
AND;2011;31.12.2011;100;100;100;0;681,171904;0;100;0;0;86,51315789;6,896551724;0;0;98,45291708;47,20309899;0;100;18,55220032;-5116,12712
AND;2012;31.12.2012;100;100;100;0;681,171904;0;100;0;0;86,6894198;6,896551724;0;0;98,45291708;47,20309899;0;100;18,7628994;-5116,12712
AND;2013;31.12.2013;100;100;100;0;681,171904;0;100;0;0;88,7532694;6,896551724;0;0;98,45291708;47,20309899;0;100;19,1413002;-5116,12712
AND;2014;31.12.2014;100;100;100;0;681,171904;0;100;0;0;89,43217666;6,896551724;0;0;98,45291708;47,20309899;0;100;19,42009926;-5116,12712
AND;2015;31.12.2015;100;100;100;0;681,171904;0;100;0;0;86,1167002;6,896551724;0;0;98,45291708;47,20309899;0;100;19,27770042;-5116,12712
AND;2016;31.12.2016;100;100;100;0;681,171904;0;100;0;0;0;6,896551724;0;0;98,45291708;47,20309899;0;100;19,25580025;-5116,12712
AND;2017;31.12.2017;100;100;100;0;681,171904;0;100;0;0;0;6,896551724;0;0;98,45291708;47,20309899;0;100;19,0632;-5116,12712
AND;2018;31.12.2018;100;100;100;0;681,171904;0;100;0;0;0;6,896551724;0;0;98,45291708;47,20309899;0;100;18,50600052;-5116,12712
AND;2019;31.12.2019;100;100;100;0;681,171904;0;100;0;0;0;6,896551724;0;0;98,45291708;47,20309899;0;100;0;-5116,12712
AND;2020;31.12.2020;100;100;100;0;681,171904;0;100;0;0;0;6,896551724;0;0;98,45291708;47,20309899;0;100;0;-5116,12712
ARE;1985;31.12.1985;100;100;100;0;8169,584201;0;96,29166667;0;3,708333333;0;6,991666667;0;36,90047741;96,81295004;18,46512768;0;99,99999586;0;-362,2283596
ARE;1986;31.12.1986;100;100;100;0;8239,156076;0;96,27750897;0;3,722491025;0;7,000156079;0;46,86747923;96,10539708;15,01132515;0;100;0;-369,8830031
ARE;1987;31.12.1987;100;100;100;0;8282,220191;0;96,28761807;0;3,712381929;0;7,000073223;0;52,7218207;95,64531685;13,01259689;0;100;0;-363,066418
ARE;1988;31.12.1988;100;100;100;0;8482,12859;0;96,28032345;0;3,71967655;0;7,001347709;0;52,88855193;95,0669727;12,54068027;0;100;0;-371,6594824
ARE;1989;31.12.1989;100;100;100;0;8232,715759;0;96,2977197;0;3,702280297;0;8,999487574;0;57,04959957;95,21819887;11,65528306;0;100;0;-393,3841748
ARE;1990;31.12.1990;100;100;100;0;8500,703059;0;96,29391101;0;3,706088993;0;8,99882904;0;55,46172022;79,29854577;82,05128205;0;100;0;-439,5531115
ARE;1991;31.12.1991;100;100;100;0;8151,112015;0;96,29416172;0;3,70583828;0;8,99659962;0;59,88240813;78,45257903;80,83832335;0;99,92761085;0;-441,926854
ARE;1992;31.12.1992;100;100;100;0;8284,41048;0;96,29728717;0;3,702712826;0;8,999946493;0;57,05861838;77,65182186;79,7752809;0,144778291;99,85522171;0,188369133;-499,1965717
ARE;1993;31.12.1993;100;100;100;0;9099,296638;0;96,29084215;0;3,709157846;0;9,00138058;0;57,32674497;76,81388013;79,14438503;0,11262859;99,88737141;0,150356177;-458,3448799
ARE;1994;31.12.1994;100;100;100;0;9414,320314;0;96,2925514;0;3,707448601;0;8,998988878;0;60,47945673;75,9202454;78,28282828;0,090355633;99,90964437;0,12014534;-412,6532315
ARE;1995;31.12.1995;100;100;100;0;9402,927168;0;96,89376351;0;3,10623649;0;9,098550957;0;61,82509499;78,22853279;80;0,085032462;99,91496754;0,112604486;-394,9674588
ARE;1996;31.12.1996;100;100;100;0;9512,740826;0;96,63179286;0;3,368207135;0;9,099804305;0;71,60348371;80;81,29770992;0,060400551;99,93960629;0,080332347;-379,0166298
ARE;1997;31.12.1997;100;100;100;0;9925,65213;0;95,86619718;0;4,133802817;0;6,637323944;0;65,31717127;81,47540984;82,53424658;0,057178343;99,94282166;0,076355659;-376,8723495
ARE;1998;31.12.1998;100;100;100;0;11232,34848;0;96,34942501;0;3,650574988;0;5,369549593;0;66,72759213;82,70189432;83,59133127;0,053586018;99,94641398;0,072469921;-376,6285312
ARE;1999;31.12.1999;100;100;100;0;12219,0309;0;96,61153908;0;3,388460917;0;2,381080644;0;66,3087407;83,64635822;84,22535211;0,052477945;99,94752516;0,071648551;-341,434734
ARE;2000;31.12.2000;100;100;100;0;12314,03158;0;96,91067494;0;3,089325055;0;3,382235129;0;71,42278448;84,52078032;85,19480519;0,05367647;99,9463267;0,076399997;-388,166375
ARE;2001;31.12.2001;100;100;100;0;12133,62796;0;97,20189011;0;2,798109886;0;7,175947373;0;64,3877353;81,49010477;84,98727735;0,042087358;99,95791015;0,0647;-285,944907
ARE;2002;31.12.2002;100;100;100;0;12502,69851;0;97,23621308;0;2,763786922;0;7,175175004;0;70,9182552;78,90597068;83,53808354;0,042432179;99,95756782;0,066500001;-271,8165264
ARE;2003;31.12.2003;100;100;100;0;12366,07038;0;97,25581395;0;2,744186047;0;7,174924166;0;69,80865739;76,72413793;83,17307692;0,043129412;99,95686804;0,066299997;-313,7042789
ARE;2004;31.12.2004;100;100;100;0;11958,97239;0;97,66487971;0;2,335120285;0;7,175153099;0;70,13912711;74,88400866;83,21513002;0,059762046;99,94023556;0,100400001;-306,3403178
ARE;2005;31.12.2005;100;100;100;0;12279,9202;0;97,86483904;0;2,135160961;0;7,174865729;0;67,32924837;73,08470656;82,67898383;0,062823151;99,93717685;0,1052;-294,1541928
ARE;2006;31.12.2006;100;100;100;0;11693,3941;0;97,96758926;0;2,032410736;0;7,175593098;0;68,02940145;71,17829895;82,81938326;0,068472881;99,92993397;0,117399998;-300,816709
ARE;2007;31.12.2007;100;100;100;0;11451,89878;0;98,13680919;0;1,863190813;0;7,175518356;0;69,38312628;69,33701657;82,98319328;0,071892735;99,92517547;0,112800002;-265,5991878
ARE;2008;31.12.2008;100;100;100;0;11294,18973;0;98,29469047;0;1,705309529;0;7,175979597;0;69,0720064;67,57633072;82,63473054;0,068207704;99,92683097;0,110799998;-212,8208502
ARE;2009;31.12.2009;100;100;100;0;10618,80665;0;98,4112263;0;1,588773696;0;7,176531637;0;72,25049179;11,43528275;4,823609974;0,073622491;97,1764158;0,107699998;-179,8068398
ARE;2010;31.12.2010;100;100;100;0;10609,944;0;98,52140635;0;1,478593648;0;7,17603962;0;71,83554355;11,43528275;4,823609974;0,076318647;94,42600063;0,109399997;-181,4595923
ARE;2011;31.12.2011;100;100;100;0;10287,0553;0;98,59991729;0;1,400082714;0;7,175928261;0;78,32943062;11,43528275;4,823609974;0,075467847;91,67558547;0,109200001;-191,2491617
ARE;2012;31.12.2012;100;100;100;0;10416,01261;0;98,6208577;0;1,3791423;0;7,176413255;0;75,52271325;11,43528275;4,823609974;0,070994243;90,10453743;0,101800002;-183,3544285
ARE;2013;31.12.2013;100;100;100;0,025763192;10724,50388;0;98,59633598;0;1,309521568;0,094142456;7,176479449;0;74,15665942;11,43528275;4,823609974;0,068360166;93,6148829;0,102899998;-187,5242433
ARE;2014;31.12.2014;100;100;100;0,09690708;11088,34186;0;98,47761911;0;1,264073871;0,258307016;6,773479335;0;72,59199902;11,43528275;4,823609974;0,066806487;86,12834902;0,137700006;-183,8439704
ARE;2015;31.12.2015;100;100;100;3,504445756;532,0284315;0;98,52550916;0;1,242089726;0,232401112;4,979591837;0;69,19563234;11,43528275;4,823609974;21,83485096;0;0,126399994;-41,6994117
ARE;2016;31.12.2016;100;100;100;3,504445756;532,0284315;0;0;57,14285714;42,85714286;67,73049645;4,979591837;0;67,69407751;11,43528275;4,823609974;21,83485096;0;0,123000003;-41,6994117
ARE;2017;31.12.2017;100;100;100;3,504445756;532,0284315;0;0;57,14285714;42,85714286;67,73049645;4,979591837;0;0;11,43528275;4,823609974;21,83485096;0;0,173199996;-41,6994117
ARE;2018;31.12.2018;100;100;100;3,504445756;532,0284315;0;0;57,14285714;42,85714286;67,73049645;4,979591837;0;0;11,43528275;4,823609974;21,83485096;0;0,259200007;-41,6994117
ARE;2019;31.12.2019;100;100;100;3,504445756;532,0284315;0;0;57,14285714;42,85714286;67,73049645;4,979591837;0;0;11,43528275;4,823609974;21,83485096;0;15,92453168;-41,6994117
ARE;2020;31.12.2020;22,29526901;7,109005172;74;3,504445756;532,0284315;0;0;57,14285714;42,85714286;67,73049645;4,979591837;0;0;11,43528275;4,823609974;21,83485096;0;15,92453168;-41,6994117
AFG;1985;31.12.1985;22,29526901;7,109005172;74;3,504445756;532,0284315;0;0;57,14285714;42,85714286;67,73049645;4,979591837;0;33,96029258;15,98521884;4,302347793;21,83485096;0;15,92453168;-41,6994117
AFG;1986;31.12.1986;22,29526901;7,109005172;74;3,504445756;532,0284315;0;0;57,14285714;42,85714286;67,73049645;4,979591837;0;38,27304551;17,78914302;4,014456574;21,83485096;0;15,92453168;-41,6994117
AFG;1987;31.12.1987;22,29526901;7,109005172;74;3,504445756;532,0284315;0;0;57,14285714;42,85714286;67,73049645;4,979591837;0;12,55868545;13,3227095;3,858829956;21,83485096;0;15,92453168;-41,6994117
AFG;1988;31.12.1988;22,29526901;7,109005172;74;3,504445756;532,0284315;0;0;57,14285714;42,85714286;67,73049645;4,979591837;0;15,34526854;14,09939669;3,814315349;21,83485096;0;15,92453168;-41,6994117
AFG;1989;31.12.1989;22,29526901;7,109005172;74;3,504445756;532,0284315;0;0;57,14285714;42,85714286;67,73049645;4,979591837;0;17,30515192;9,843729691;3,788616967;21,83485096;0;15,92453168;-41,6994117
AFG;1990;31.12.1990;22,29526901;7,109005172;74;3,504445756;532,0284315;0;0;57,14285714;42,85714286;67,73049645;4,979591837;0;13,62736486;27,98216276;12,30769231;21,83485096;0;15,92453168;-41,6994117
AFG;1991;31.12.1991;22,29526901;7,109005172;74;3,504445756;532,0284315;0;0;57,14285714;42,85714286;67,98029557;4,979591837;0;14,18620438;25,24807056;10,94224924;21,83485096;0;17,03644353;-41,6994117
AFG;1992;31.12.1992;22,29526901;7,109005172;74;3,504445756;532,0284315;0;0;57,14285714;42,85714286;67,9943101;4,979591837;0;25,38692308;22,91434928;9,6875;21,83485096;0;26,52162865;-41,6994117
AFG;1993;31.12.1993;22,29526901;7,109005172;74;3,504445756;532,0284315;0;0;57,14285714;42,85714286;68,34532374;4,979591837;0;25,88470588;20,69741282;8,4375;21,83485096;0;30,58566705;-41,6994117
AFG;1994;31.12.1994;22,29526901;7,109005172;74;3,504445756;532,0284315;0;0;57,14285714;42,85714286;68,70451237;4,979591837;0;25,95107692;18,08035714;7,357859532;21,83485096;0;32,79625055;-41,6994117
AFG;1995;31.12.1995;22,29526901;7,109005172;74;3,504445756;532,0284315;0;0;57,14285714;42,85714286;69,03703704;4,979591837;0;25,81568;15,31728665;5,882352941;21,83485096;0;35,07564029;-41,6994117
AFG;1996;31.12.1996;22,29526901;7,109005172;74;3,504445756;532,0284315;0;0;57,14285714;42,85714286;70,37037037;4,979591837;0;26,1040678;13,49446123;5,167173252;21,83485096;0;37,9457475;-41,6994117
AFG;1997;31.12.1997;22,29526901;7,109005172;74;3,504445756;532,0284315;0;0;57,14285714;42,85714286;72,3880597;4,979591837;0;25,669;12,16981132;4,735376045;21,83485096;0;41,43260087;-41,6994117
AFG;1998;31.12.1998;22,29526901;7,109005172;74;3,504445756;532,0284315;0;0;57,14285714;42,85714286;74,43609023;4,979591837;0;25,14514286;11,08108108;4,12371134;21,83485096;0;44,09433685;-41,6994117
AFG;1999;31.12.1999;22,29526901;7,109005172;74;3,504445756;532,0284315;0;0;57,14285714;42,85714286;73,72262774;4,979591837;0;29,51487805;9,941027801;3,614457831;21,83485096;0;52,18577437;-41,6994117
AFG;2000;31.12.2000;22,29526901;7,109005172;74;3,504445756;532,0284315;0;0;57,14285714;42,85714286;74,98909408;4,979591837;0;29,05025974;10,57601511;4,143646409;21,83485096;0;54,24319839;-41,6994117
AFG;2001;31.12.2001;22,29526901;7,109005172;74;3,504445756;532,0284315;0;0;57,14285714;42,85714286;72,81145999;4,979591837;0;25,80481481;11,75213675;4,658385093;21,83485096;0;54,05500031;-41,6994117
AFG;2002;31.12.2002;22,29526901;7,109005172;74;3,504445756;532,0284315;0;0;57,14285714;42,85714286;79,0639712;4,979591837;0;49,67118182;9,562109026;4,054054054;21,83485096;0;43,77119827;-41,6994117
AFG;2003;31.12.2003;22,29526901;7,109005172;74;3,504445756;532,0284315;0;0;57,14285714;42,85714286;70,24972856;4,979591837;0;34,49696296;9,146341463;3,90625;21,83485096;0;42,27610016;-41,6994117
AFG;2004;31.12.2004;22,29526901;7,109005172;74;3,504445756;532,0284315;0;0;57,14285714;42,85714286;70,89084065;4,979591837;0;20,11982301;8,90052356;3,937007874;21,83485096;0;49,84320068;-41,6994117
AFG;2005;31.12.2005;22,29526901;7,109005172;74;3,504445756;532,0284315;0;0;57,14285714;42,85714286;74,06181015;4,979591837;0;20,12378049;8,568980291;3,778337531;21,83485096;0;40,85919952;-41,6994117
AFG;2006;31.12.2006;28,09996223;12,6997313;79,92909241;3,504445756;532,0284315;0;0;57,14285714;42,85714286;70,75575027;4,979591837;0;17,01185567;26,86366689;9,852216749;21,83485096;0;37,13729858;-41,6994117
AFG;2007;31.12.2007;33,9016037;19,51822787;81,74890137;3,504445756;532,0284315;0;0;57,14285714;42,85714286;72;4,979591837;0;13,0520339;38,67403315;15,29411765;21,83485096;0;33,86259842;-41,6994117
AFG;2008;31.12.2008;42,4;27,95425074;89,9;3,504445756;532,0284315;0;0;57,14285714;42,85714286;68,65482234;4,979591837;0;6,765990888;45,0608931;18,99791232;21,83485096;0;21,34370041;-41,6994117
AFG;2009;31.12.2009;45,52068329;33,24490043;85,42010498;3,504445756;532,0284315;0;0;57,14285714;42,85714286;87,17660292;4,979591837;0;4,522633333;12,83287624;9,330274784;21,83485096;0;17,85040092;-41,6994117
AFG;2010;31.12.2010;42,7;30,21880025;82,8;3,504445756;532,0284315;0;0;57,14285714;42,85714286;85,98654709;4,979591837;0;3,129850058;12,83287624;9,330274784;21,83485096;0;14,89900017;-41,6994117
AFG;2011;31.12.2011;43,22201891;29,57288077;86,56777915;3,504445756;532,0284315;0;0;57,14285714;42,85714286;82,48756219;4,979591837;0;2,512463295;12,83287624;9,330274784;21,83485096;0;11,55910015;-41,6994117
AFG;2012;31.12.2012;69,1;60,84915676;95;3,504445756;532,0284315;0;0;57,14285714;42,85714286;85,90998043;4,979591837;0;2,947636364;12,83287624;9,330274784;21,83485096;0;14,4048996;-41,6994117
AFG;2013;31.12.2013;68,98294067;61,31578819;92,77335358;3,504445756;532,0284315;0;0;57,14285714;42,85714286;78,6364081;4,979591837;0;3,490329025;12,83287624;9,330274784;21,83485096;0;17,10499954;-41,6994117
AFG;2014;31.12.2014;89,5;86,50051191;98,7;3,504445756;532,0284315;0;0;57,14285714;42,85714286;85,32354903;4,979591837;0;3,474494238;12,83287624;9,330274784;21,83485096;0;20,77029991;-41,6994117
AFG;2015;31.12.2015;71,5;64,57335394;92,5;3,504445756;532,0284315;0;0;57,14285714;42,85714286;86,05011125;4,979591837;0;3,533904881;12,83287624;9,330274784;21,83485096;0;20,2737999;-41,6994117
AFG;2016;31.12.2016;97,7;97,0993598;99,5;3,504445756;532,0284315;0;0;57,14285714;42,85714286;0;4,979591837;0;4,317036536;12,83287624;9,330274784;21,83485096;0;24,74029922;-41,6994117
AFG;2017;31.12.2017;97,7;97,09197324;99,5;3,504445756;532,0284315;0;0;57,14285714;42,85714286;0;4,979591837;0;0;12,83287624;9,330274784;21,83485096;0;25,08279991;-41,6994117
AFG;2018;31.12.2018;98,71562195;98,30960335;99,90214539;3,504445756;532,0284315;0;0;57,14285714;42,85714286;0;4,979591837;0;0;12,83287624;9,330274784;21,83485096;0;21,42270088;-41,6994117
AFG;2019;31.12.2019;97,7;96,90219005;100;3,504445756;532,0284315;0;0;57,14285714;42,85714286;0;4,979591837;0;0;12,83287624;9,330274784;21,83485096;0;0;-41,6994117
AFG;2020;31.12.2020;95,76304626;93,43863479;100;3,504445756;532,0284315;0;0;57,14285714;42,85714286;0;4,979591837;0;0;12,83287624;9,330274784;21,83485096;0;0;-41,6994117
ATG;1985;31.12.1985;95,76304626;93,43863479;100;3,504445756;532,0284315;0;0;57,14285714;42,85714286;0;4,979591837;0;0;3,416023825;9,091430288;21,83485096;0;0;-41,6994117
ATG;1986;31.12.1986;95,76304626;93,43863479;100;3,504445756;532,0284315;0;0;57,14285714;42,85714286;0;4,979591837;0;0;2,752838403;9,34758398;21,83485096;0;0;-41,6994117
ATG;1987;31.12.1987;95,76304626;93,43863479;100;3,504445756;532,0284315;0;0;57,14285714;42,85714286;0;4,979591837;0;0;2,801572981;9,340794801;21,83485096;0;0;-41,6994117
ATG;1988;31.12.1988;95,76304626;93,43863479;100;3,504445756;532,0284315;0;0;57,14285714;42,85714286;0;4,979591837;0;0;3,011023764;9,807853192;21,83485096;0;0;-41,6994117
ATG;1989;31.12.1989;95,76304626;93,43863479;100;3,504445756;532,0284315;0;0;57,14285714;42,85714286;0;4,979591837;0;0;3,145999264;10,58624498;21,83485096;0;0;-41,6994117
ATG;1990;31.12.1990;95,76304626;93,43863479;100;3,504445756;532,0284315;0;0;57,14285714;42,85714286;0;4,979591837;0;0;0;50;21,83485096;0;0;-41,6994117
ATG;1991;31.12.1991;95,94065094;93,70986522;100;3,504445756;532,0284315;0;0;57,14285714;42,85714286;0;4,979591837;0;0;0;50;21,83485096;0;0;-41,6994117
ATG;1992;31.12.1992;96,11813354;94,0200279;100;3,504445756;532,0284315;0;0;57,14285714;42,85714286;0;4,979591837;0;0;0;50;21,83485096;0;0;-41,6994117
ATG;1993;31.12.1993;96,29494476;94,3252592;100;3,504445756;532,0284315;0;0;57,14285714;42,85714286;0;4,979591837;0;0;0;50;21,83485096;0;0;-41,6994117
ATG;1994;31.12.1994;96,47039032;94,62488355;100;3,504445756;532,0284315;0;0;57,14285714;42,85714286;0;4,979591837;0;0;0;50;21,83485096;0;0;-41,6994117
ATG;1995;31.12.1995;96,64379883;94,91785189;100;3,504445756;532,0284315;0;0;57,14285714;42,85714286;0;4,979591837;0;0;0;50;21,83485096;0;0;-41,6994117
ATG;1996;31.12.1996;96,81448364;95,2032694;100;3,504445756;532,0284315;0;0;57,14285714;42,85714286;0;4,979591837;0;0;0;50;21,83485096;0;0;-41,6994117
ATG;1997;31.12.1997;96,98177338;95,48025559;100;3,504445756;532,0284315;0;0;57,14285714;42,85714286;0;4,979591837;0;0;0;50;21,83485096;0;0;-41,6994117
ATG;1998;31.12.1998;97,14498138;95,74795828;100;3,504445756;532,0284315;0;0;57,14285714;42,85714286;0;4,979591837;0;0;0;50;21,83485096;0;0;-41,6994117
ATG;1999;31.12.1999;97,30335236;96,00552515;100;3,504445756;532,0284315;0;0;57,14285714;42,85714286;0;4,979591837;0;0;0;50;21,83485096;0;0;-41,6994117
ATG;2000;31.12.2000;97,45578003;96,25147449;100;3,504445756;532,0284315;0;0;57,14285714;42,85714286;0;4,979591837;0;0;0;50;21,83485096;0;0;-41,6994117
ATG;2001;31.12.2001;97,60110474;96,48611008;99,99902344;3,504445756;532,0284315;0;0;57,14285714;42,85714286;0;4,979591837;0;0;0;50;21,83485096;0;0;-41,6994117
ATG;2002;31.12.2002;100;100;100;3,504445756;532,0284315;0;0;57,14285714;42,85714286;0;4,979591837;0;0;0;50;21,83485096;0;0;-41,6994117
ATG;2003;31.12.2003;97,86569977;96,94331627;99,97109222;3,504445756;532,0284315;0;0;57,14285714;42,85714286;0;4,979591837;0;0;0;50;21,83485096;0;0;-41,6994117
ATG;2004;31.12.2004;97,98262787;97,15053713;99,93930817;3,504445756;532,0284315;0;0;57,14285714;42,85714286;0;4,979591837;0;0;0;50;21,83485096;0;0;-41,6994117
ATG;2005;31.12.2005;92,2;100;100;3,504445756;532,0284315;0;0;57,14285714;42,85714286;0;4,979591837;0;0;0;33,33333333;21,83485096;0;0;-41,6994117
ATG;2006;31.12.2006;100;100;100;3,504445756;532,0284315;0;0;57,14285714;42,85714286;0;4,979591837;0;0;0;33,33333333;21,83485096;0;0;-41,6994117
ATG;2007;31.12.2007;100;100;100;3,504445756;532,0284315;0;0;57,14285714;42,85714286;0;4,979591837;0;0;0;33,33333333;21,83485096;0;0;-41,6994117
ATG;2008;31.12.2008;100;100;100;3,504445756;532,0284315;0;0;57,14285714;42,85714286;0;4,979591837;0;0;0;33,33333333;21,83485096;74,66070329;0;-41,6994117
ATG;2009;31.12.2009;98,47905731;97,94534802;99,9354248;3,504445756;532,0284315;0;0;57,14285714;42,85714286;0;4,979591837;0;0;37,62490218;4,480101495;21,83485096;74,66070329;0;-41,6994117
ATG;2010;31.12.2010;98,60040283;98,11673189;99,96011353;3,504445756;532,0284315;0;0;57,14285714;42,85714286;1,494768311;4,979591837;0;0;37,62490218;4,480101495;21,83485096;74,66070329;0;-41,6994117
ATG;2011;31.12.2011;94,55201403;92,67366987;99,98145294;3,504445756;532,0284315;0;0;57,14285714;42,85714286;1,497005988;4,979591837;0;0;37,62490218;4,480101495;21,83485096;74,66070329;0,077799998;-41,6994117
ATG;2012;31.12.2012;100;100;100;3,504445756;532,0284315;0;0;57,14285714;42,85714286;0;4,979591837;0;0;37,62490218;4,480101495;21,83485096;74,66070329;0,152099997;-41,6994117
ATG;2013;31.12.2013;100;100;100;3,504445756;532,0284315;0;0;57,14285714;42,85714286;0;4,979591837;0;0;37,62490218;4,480101495;21,83485096;74,66070329;0,146599993;-41,6994117
ATG;2014;31.12.2014;100;100;100;3,504445756;532,0284315;0;0;57,14285714;42,85714286;0;4,979591837;0;0;37,62490218;4,480101495;21,83485096;74,66070329;0,144400001;-41,6994117
ATG;2015;31.12.2015;100;100;100;3,504445756;532,0284315;0;0;57,14285714;42,85714286;0;4,979591837;0;0;37,62490218;4,480101495;21,83485096;74,66070329;0,482199997;-41,6994117
ATG;2016;31.12.2016;100;100;100;3,504445756;532,0284315;0;0;57,14285714;42,85714286;86,40776699;4,979591837;0;0;37,62490218;4,480101495;21,83485096;74,66070329;0,598399997;-41,6994117
ATG;2017;31.12.2017;100;100;100;3,504445756;532,0284315;0;0;57,14285714;42,85714286;86,40776699;4,979591837;0;4,166666667;37,62490218;4,480101495;21,83485096;74,66070329;0,602199972;-41,6994117
ATG;2018;31.12.2018;99,99972534;99,99963574;100;3,504445756;532,0284315;0;0;57,14285714;42,85714286;86,40776699;4,979591837;0;4,166666667;37,62490218;4,480101495;21,83485096;74,66070329;0,904900014;-41,6994117
ATG;2019;31.12.2019;100;100;100;3,504445756;532,0284315;0;0;57,14285714;42,85714286;86,40776699;4,979591837;0;4,166666667;37,62490218;4,480101495;21,83485096;74,66070329;25,51808763;-41,6994117
ATG;2020;31.12.2020;100;100;100;3,504445756;532,0284315;0;0;57,14285714;42,85714286;86,40776699;4,979591837;0;4,166666667;37,62490218;4,480101495;21,83485096;74,66070329;25,51808763;-41,6994117
ALB;1985;31.12.1985;100;100;100;6,741081812;796,3539738;0;0;67,6835081;32,3164919;86,40776699;5,115983476;0;12,33131689;37,61881064;3,160963004;13,80317278;81,43376238;25,51808763;-3,815861525
ALB;1986;31.12.1986;100;100;100;11,98675178;1420,614795;0;0;79,53388171;20,46611829;86,40776699;3,172737955;0;13,06326809;36,70600878;2,976350899;12,87352416;77,05831274;25,51808763;-3,311195772
ALB;1987;31.12.1987;100;100;100;10,13453855;1161,951677;0;0;76,22298066;23,77701934;86,40776699;3,686006826;0;6,0591133;34,67582426;3,090415505;13,19435308;78,63751137;25,51808763;-2,519563775
